"index","start_point","end_point","time"
"12231","b51","516","[359]"
"12232","512","b56","[450]"
"12233","510","b56","[330, 418]"
"12234","b76","b72","[60]"
"12235","b76","b7","[330]"
"12236","b36","b56","[89, 90]"
"12237","b36","328","[150, 677]"
"12238","b55","316","[331, 2772]"
"12239","b56","316","[271]"
"12240","b36","316","[151, 328]"
"12241","551","b6","[988]"
"12242","540","b6","[718]"
"12243","b58","b59","[30]"
"12244","b21","b31","[90, 210]"
"12245","540","722a","[536]"
"12246","545","724","[479]"
"12247","542","724","[419]"
"12248","534","724","[329, 954, 330]"
"12249","526","b26","[479]"
"12250","526","323","[667]"
"12251","526","321","[718]"
"12252","b26","321","[239, 331]"
"12253","526L","b15","[538]"
"12254","526L","b7","[628]"
"12255","b50","b44","[1129, 1049]"
"12256","p4","b69","[199, 466]"
"12257","b59","b8","[270, 239]"
"12258","b8","b36","[6762]"
"12259","315","b8","[449, 567, 335]"
"12260","b45","b54","[1638]"
"12261","b43","b68","[329, 149]"
"12262","b43","b58","[2313]"
"12263","b43","328","[2373, 525]"
"12264","b16","b58","[1954]"
"12265","b53","b47","[89, 5456]"
"12266","b25","324","[269, 1014]"
"12267","b58","b12","[399]"
"12268","551","543","[180, 209, 210, 120, 188]"
"12269","b72","b46","[1865]"
"12270","b34","b69","[240, 142]"
"12271","314","b20","[269, 238, 434, 145]"
"12272","b56","318","[180]"
"12273","b69","536","[521]"
"12274","b64","536","[491, 954]"
"12275","b47","538","[598, 1202]"
"12276","b47","544","[658]"
"12277","b58","538","[479]"
"12278","b58","544","[539, 896]"
"12279","b46","523L","[658]"
"12280","b46","526L","[718]"
"12281","b52","523L","[509]"
"12282","b52","526L","[569]"
"12283","b8","541","[1097, 7030]"
"12284","722","b9","[330]"
"12285","328","b9","[240]"
"12286","b14","b30","[150, 270]"
"12287","722a","p1","[180]"
"12288","b64","b3","[60]"
"12289","539","b77","[659]"
"12290","b41","b77","[180, 209, 269, 2297]"
"12291","b35","547","[599, 838]"
"12292","b44","547","[569, 808, 508]"
"12293","b44","549","[748]"
"12294","b30","551","[1827]"
"12295","b36","543","[509]"
"12296","b36","545","[569]"
"12297","553","552","[60, 110]"
"12298","722","b26","[299, 210]"
"12299","722","b75","[396]"
"12300","330","b26","[209, 186]"
"12301","330","b75","[306]"
"12302","b38","b66","[120, 131, 359]"
"12303","b37","545","[688, 445]"
"12304","b48","b69","[250, 30792, 201, 120]"
"12305","324","b59","[119, 179, 121, 408, 203]"
"12306","315","311","[239, 179]"
"12307","b65","b4","[270, 120]"
"12308","b37","536","[449, 330]"
"12309","b40","526","[449, 389]"
"12310","524L","b15","[599]"
"12311","524L","p1","[808]"
"12312","b21","b35","[206, 149, 90]"
"12313","b21","b44","[236, 179]"
"12314","b43","b39","[509]"
"12315","b15","b22","[330]"
"12316","524L","p5","[449]"
"12317","b12","502","[748]"
"12318","b12","701","[898]"
"12319","b24","701","[749]"
"12320","706","507","[329, 359, 299, 210]"
"12321","706","b37","[1107]"
"12322","706","b18","[1167, 868]"
"12323","704","717","[60]"
"12324","704","507","[240]"
"12325","704","b37","[1018]"
"12326","704","b18","[1078]"
"12327","717","b37","[958, 701]"
"12328","710","b37","[898]"
"12329","507","b37","[778]"
"12330","b10","723","[299]"
"12331","550","b29","[898]"
"12332","554","b15","[898, 749]"
"12333","521","b45","[540]"
"12334","521","b8","[719, 532]"
"12335","525L","b45","[420]"
"12336","525L","b8","[599]"
"12337","542","b31","[650]"
"12338","532","b8","[770, 754, 805, 570]"
"12339","542","b66","[628]"
"12340","b10","318","[329]"
"12341","b39","p6","[60, 309]"
"12342","534","b27","[659, 600]"
"12343","532","b27","[574]"
"12344","b10","537","[688]"
"12345","b18","554","[748]"
"12346","p5","546","[631, 599]"
"12347","b38","547","[628]"
"12348","b20","b22","[60]"
"12349","b27","b23","[60]"
"12350","538","b32","[469, 464, 537]"
"12351","b30","521","[538]"
"12352","519","b39","[477]"
"12353","519","b18","[539, 448, 489, 513]"
"12354","519","b6","[806]"
"12355","554","b39","[864]"
"12356","554","b1","[984]"
"12357","722b","722a","[60]"
"12358","b55","b69","[209]"
"12359","b55","b68","[329]"
"12360","b26","541","[718, 449]"
"12361","b71","315","[149]"
"12362","b16","315","[180]"
"12363","b16","318","[269]"
"12364","b16","541","[640]"
"12365","b31","549","[719]"
"12366","p4","b7","[210]"
"12367","p4","b11","[270]"
"12368","b8","521L","[509]"
"12369","b26","521L","[389]"
"12370","b57","523L","[509]"
"12371","b54","523L","[478]"
"12372","b10","b62","[290, 1888, 150]"
"12373","b23","b62","[90, 60]"
"12374","b62","b34","[4091, 119]"
"12375","b73","b41","[299, 239, 119]"
"12376","b73","522R","[688, 628]"
"12377","b77","b41","[179]"
"12378","b77","522R","[568]"
"12379","b65","b41","[112]"
"12380","b65","522R","[501]"
"12381","516","718","[359]"
"12382","712","718","[90]"
"12383","719","514","[270]"
"12384","b12","547","[1048]"
"12385","b29","542","[718, 565]"
"12386","b29","547","[868]"
"12387","b45","547","[808]"
"12388","312","p5","[269]"
"12389","b51","327","[120]"
"12390","b64","327","[263, 750]"
"12391","b65","b58","[149, 120, 509]"
"12392","b46","b31","[89, 204, 253]"
"12393","723","b58","[121, 567]"
"12394","723","b55","[150]"
"12395","533","b47","[509]"
"12396","p5","513","[452]"
"12397","b64","b48","[14442, 85]"
"12398","b16","b48","[14383]"
"12399","b5","b55","[14293, 2689]"
"12400","b29","b55","[14083]"
"12401","b43","504","[478, 693]"
"12402","b43","715","[598, 746]"
"12403","b43","714","[658]"
"12404","504","714","[180, 209, 120]"
"12405","b29","b21","[86]"
"12406","326","b37","[347]"
"12407","325","b37","[299]"
"12408","b32","724","[270]"
"12409","549","537","[197]"
"12410","b29","b20","[1311, 2372]"
"12411","b12","311","[329, 270, 267, 695, 636]"
"12412","b7","311","[269, 329]"
"12413","b17","311","[209, 180, 2422, 196, 540]"
"12414","b45","325","[389]"
"12415","b45","519L","[778]"
"12416","b35","325","[359, 1132]"
"12417","b35","519L","[748]"
"12418","b17","325","[269]"
"12419","b17","519L","[658, 458]"
"12420","b2","519L","[598]"
"12421","325","519L","[389]"
"12422","b54","538","[539, 509]"
"12423","328","b32","[329, 2881, 4741]"
"12424","722","b32","[270, 179]"
"12425","b28","b54","[149]"
"12426","321","b29","[329, 269, 209]"
"12427","b53","b44","[180]"
"12428","510","b69","[658, 838]"
"12429","511","b69","[509]"
"12430","511","b75","[569]"
"12431","b26","b13","[179]"
"12432","b25","539","[598, 714]"
"12433","552","548","[90, 120, 118]"
"12434","b77","314","[150]"
"12435","b69","531","[838, 537, 1741]"
"12436","b75","b31","[210, 358]"
"12437","b75","531","[719, 1591]"
"12438","b75","538","[808, 539]"
"12439","549","554","[59, 358]"
"12440","550","b31","[779]"
"12441","b3","b30","[107, 89, 325]"
"12442","509","330","[456]"
"12443","b57","329","[342]"
"12444","b57","724","[403]"
"12445","b54","724","[329]"
"12446","b38","724","[240]"
"12447","b26","b64","[30, 72, 60, 1039]"
"12448","b66","b10","[389]"
"12449","b75","b10","[180, 240, 179, 480]"
"12450","511","b32","[449, 775]"
"12451","314","b55","[505, 308]"
"12452","324","b20","[210, 3232, 420]"
"12453","b58","b65","[150, 389]"
"12454","b58","b71","[269, 7777]"
"12455","b58","b75","[329]"
"12456","b58","b29","[441]"
"12457","b71","b6","[150, 341]"
"12458","314","b34","[116, 179]"
"12459","b59","546","[658]"
"12460","b59","550","[803]"
"12461","b59","542","[991, 535]"
"12462","546","b36","[842]"
"12463","b48","507","[569]"
"12464","p3","b21","[389]"
"12465","b50","b16","[179, 120]"
"12466","b50","b71","[239, 180]"
"12467","b50","313","[388, 329]"
"12468","538","551","[269, 150]"
"12469","714","b43","[718, 630]"
"12470","502","b38","[479, 449, 329]"
"12471","548","b65","[928]"
"12472","550","b65","[898]"
"12473","554","b65","[802]"
"12474","b53","515","[659]"
"12475","b53","501","[778, 517]"
"12476","b53","713","[838]"
"12477","b50","713","[778]"
"12478","b37","506","[539]"
"12479","b37","501","[689, 450]"
"12480","b67","721","[778]"
"12481","b67","709","[838]"
"12482","b44","721","[658, 537]"
"12483","716","715","[60, 59, 93]"
"12484","531","316","[449]"
"12485","b62","b25","[89, 60, 470]"
"12486","b53","b64","[120]"
"12487","b53","b78","[209]"
"12488","b23","b78","[149]"
"12489","b73","b52","[240, 448]"
"12490","b73","b53","[300]"
"12491","b64","b52","[180]"
"12492","b52","b53","[60, 1188]"
"12493","b47","314","[300]"
"12494","b25","314","[222, 150]"
"12495","551","b47","[748]"
"12496","317","b2","[179, 270, 233]"
"12497","b37","b32","[60, 3630]"
"12498","503","511","[209, 180]"
"12499","537","b31","[471]"
"12500","502","b41","[599, 718, 631]"
"12501","502","b6","[928]"
"12502","327","510","[658, 389]"
"12503","328","510","[598, 5131, 536]"
"12504","533","330","[658]"
"12505","542","330","[509, 418, 451]"
"12506","532","330","[329, 388]"
"12507","b57","b10","[180, 360, 175]"
"12508","724","b40","[150]"
"12509","b55","b44","[180]"
"12510","p5","b44","[90]"
"12511","b57","b4","[210]"
"12512","711","b31","[658]"
"12513","505","b31","[509]"
"12514","b48","b37","[120]"
"12515","b7","550","[778, 809]"
"12516","b30","550","[659]"
"12517","318","723","[659, 180, 176, 480, 420]"
"12518","318","329","[719, 150, 120, 180]"
"12519","b31","723","[539]"
"12520","b31","329","[599]"
"12521","b18","723","[479, 370]"
"12522","506","b17","[841, 28985, 749, 660, 1075, 600, 2618]"
"12523","506","b7","[901]"
"12524","506","b10","[991]"
"12525","501","b7","[811, 627, 810]"
"12526","507","b10","[841]"
"12527","511","b10","[781]"
"12528","722","b62","[149, 539, 120, 134]"
"12529","722","b25","[209, 194, 255]"
"12530","b15","540","[748]"
"12531","b18","540","[662, 537, 659, 1078, 7158]"
"12532","b36","502","[599]"
"12533","702","714","[60]"
"12534","702","b17","[1048]"
"12535","714","513","[269]"
"12536","722b","326","[119]"
"12537","b22","535","[539]"
"12538","b16","536","[509]"
"12539","b40","b56","[90, 209, 444, 506]"
"12540","514","b78","[838]"
"12541","514","b74","[898]"
"12542","b37","b78","[389]"
"12543","b18","b67","[261, 60]"
"12544","b4","b78","[269]"
"12545","b4","b74","[329]"
"12546","b5","b78","[180]"
"12547","b67","b74","[120]"
"12548","b35","b37","[59]"
"12549","b37","325","[1073]"
"12550","509","321","[4092]"
"12551","719","717","[60]"
"12552","719","712","[120]"
"12553","719","509","[270, 240, 149]"
"12554","717","712","[60, 68, 210, 158]"
"12555","717","501","[120, 269, 150, 90, 200]"
"12556","717","509","[210, 329, 150]"
"12557","706","705","[71]"
"12558","706","716","[120, 59]"
"12559","b39","541","[390]"
"12560","b39","543","[450, 537]"
"12561","503","b2","[449]"
"12562","b49","532","[278]"
"12563","b60","532","[218]"
"12564","549","b24","[714]"
"12565","549","b71","[804]"
"12566","549","b69","[924]"
"12567","545","b69","[864]"
"12568","541","b69","[775]"
"12569","532","b71","[547]"
"12570","532","b69","[667]"
"12571","b24","b71","[90]"
"12572","b14","b25","[182]"
"12573","b16","b39","[449]"
"12574","b41","516","[449]"
"12575","513","531","[490]"
"12576","513","536","[538, 341]"
"12577","513","539","[598]"
"12578","509","531","[401, 734]"
"12579","509","536","[449, 996, 390]"
"12580","509","539","[509, 1462]"
"12581","p6","b16","[180, 1232, 150]"
"12582","b36","b35","[60, 83]"
"12583","b3","b34","[120]"
"12584","b43","313","[239, 202]"
"12585","b22","b5","[150, 270, 120]"
"12586","724","519","[330]"
"12587","520","b44","[449, 390]"
"12588","520","b10","[748]"
"12589","520","b47","[868]"
"12590","b41","318","[90, 89]"
"12591","314","b59","[6877]"
"12592","b22","b25","[6134]"
"12593","b22","b12","[6220, 209]"
"12594","b22","b59","[6668]"
"12595","b12","b59","[448, 179, 388, 318, 210]"
"12596","316","511","[479, 488]"
"12597","316","507","[539]"
"12598","316","504","[689]"
"12599","504","b26","[599, 389]"
"12600","504","b4","[659, 657]"
"12601","504","b46","[16397, 579]"
"12602","b43","b46","[15858]"
"12603","b46","538","[659]"
"12604","722","b23","[501]"
"12605","b5","327","[210, 239, 899]"
"12606","b64","b23","[60]"
"12607","b57","722","[149]"
"12608","329","b71","[389, 359]"
"12609","b26","315","[217, 1536, 185, 262]"
"12610","510","532","[1437]"
"12611","510","539","[1497, 1401, 853]"
"12612","512","b22","[838]"
"12613","512","532","[1377, 479]"
"12614","512","539","[1437]"
"12615","b66","b22","[239]"
"12616","b66","539","[838]"
"12617","b69","539","[659]"
"12618","p5","b37","[927]"
"12619","314","b58","[240]"
"12620","327","b23","[162]"
"12621","b57","b33","[148]"
"12622","b22","b69","[149]"
"12623","b22","313","[269]"
"12624","329","531","[395, 496, 450, 379, 330]"
"12625","543","b28","[779, 685]"
"12626","b49","b34","[180]"
"12627","b49","533","[630]"
"12628","b56","b4","[120, 329]"
"12629","b59","324","[142, 210, 300, 179, 141]"
"12630","318","519L","[329]"
"12631","p3","538","[648]"
"12632","p4","538","[534]"
"12633","516","330","[330, 955]"
"12634","330","b5","[329, 269, 270]"
"12635","511","328","[479, 450]"
"12636","b1","b38","[1496, 11112, 666]"
"12637","b16","b38","[1227]"
"12638","b60","b51","[60]"
"12639","b60","b15","[120, 97]"
"12640","b21","b6","[120]"
"12641","520","b18","[508]"
"12642","520","b2","[568, 521]"
"12643","520","b1","[778]"
"12644","520","509","[1286]"
"12645","b40","b43","[1006]"
"12646","514","b77","[812]"
"12647","b20","b41","[67, 59, 60]"
"12648","722b","722","[120, 88, 89, 59, 22]"
"12649","722b","b49","[329]"
"12650","722b","b62","[659]"
"12651","501","b65","[748]"
"12652","504","b65","[628]"
"12653","514","b65","[539, 779]"
"12654","b20","514","[449]"
"12655","b18","724","[1017, 209, 359, 1629]"
"12656","533","724","[322]"
"12657","p6","515","[549, 488, 599, 553, 389]"
"12658","502","b1","[1078, 840]"
"12659","504","b41","[658, 539]"
"12660","b41","503","[1082, 401]"
"12661","b1","503","[722, 650]"
"12662","b77","b72","[119, 59]"
"12663","b74","b67","[239, 90]"
"12664","b72","b67","[180]"
"12665","b54","b51","[60]"
"12666","329","b20","[327, 330, 240]"
"12667","511","b66","[718]"
"12668","722b","b47","[327]"
"12669","722b","b6","[597, 179]"
"12670","b26","707","[808]"
"12671","b44","707","[688]"
"12672","504","707","[209]"
"12673","701","707","[59, 60, 61]"
"12674","702","712","[60]"
"12675","702","506","[180]"
"12676","702","330","[641]"
"12677","702","324","[778]"
"12678","702","b8","[898]"
"12679","712","330","[581]"
"12680","712","324","[718]"
"12681","506","330","[461]"
"12682","330","b8","[257, 300]"
"12683","b54","b2","[629]"
"12684","b10","510","[614, 778]"
"12685","545","b22","[598]"
"12686","540","b22","[538, 627]"
"12687","p6","b13","[283]"
"12688","b47","b13","[149, 180]"
"12689","536","p6","[1017, 328, 507, 510]"
"12690","b35","721","[568]"
"12691","b35","717","[658]"
"12692","511","721","[136, 120]"
"12693","511","717","[226]"
"12694","b54","534","[483, 507]"
"12695","546","p5","[779, 629]"
"12696","536","553","[179, 299, 240]"
"12697","b53","b10","[134, 180]"
"12698","508","b75","[13140]"
"12699","516","b75","[13020]"
"12700","b32","b75","[12541, 1278, 527, 566]"
"12701","b21","b5","[59, 60]"
"12702","b58","b70","[3113]"
"12703","547","b45","[898]"
"12704","547","b15","[1047]"
"12705","548","b15","[988]"
"12706","b37","b75","[240, 120]"
"12707","b73","b27","[449]"
"12708","b57","548","[800]"
"12709","b48","548","[740, 598]"
"12710","513","p2","[509]"
"12711","b22","b19","[30]"
"12712","b22","b28","[329]"
"12713","b28","b30","[24, 112]"
"12714","b48","540","[539]"
"12715","b66","b41","[329]"
"12716","b67","b41","[270]"
"12717","316","b44","[73, 269]"
"12718","510","713","[209, 188, 150]"
"12719","542","b43","[503, 568]"
"12720","b29","502","[629, 748]"
"12721","b44","540","[509]"
"12722","b20","502","[838]"
"12723","b20","721","[898]"
"12724","b20","709","[928]"
"12725","b69","721","[748]"
"12726","b69","709","[778]"
"12727","b75","502","[658]"
"12728","b75","721","[718]"
"12729","b75","709","[748]"
"12730","b65","502","[568]"
"12731","b65","721","[628]"
"12732","717","513","[214, 210, 593]"
"12733","717","b35","[662]"
"12734","b5","b56","[350]"
"12735","b5","b52","[470]"
"12736","506","b37","[568]"
"12737","506","b15","[657, 779]"
"12738","b50","b26","[3138, 926]"
"12739","p2","314","[5292, 240, 493]"
"12740","b4","508","[670, 798]"
"12741","b34","b3","[120]"
"12742","b19","314","[201, 150]"
"12743","314","b38","[188]"
"12744","315","b38","[120, 138]"
"12745","b38","b55","[120]"
"12746","323","327","[180]"
"12747","b27","322","[218, 270, 180, 223]"
"12748","723","b1","[329]"
"12749","b59","b49","[30, 659]"
"12750","b77","b40","[180]"
"12751","b50","b4","[90]"
"12752","b49","326","[335]"
"12753","b49","b5","[718]"
"12754","b49","b2","[1238, 60]"
"12755","b49","b7","[1267, 149]"
"12756","326","321","[1125, 1606, 1636]"
"12757","321","b14","[60]"
"12758","b14","b29","[209, 188, 128]"
"12759","b29","b22","[443]"
"12760","b22","b32","[4315]"
"12761","b8","512","[728, 539]"
"12762","506","b36","[517, 457]"
"12763","501","b36","[397]"
"12764","b43","p1","[837]"
"12765","510","p1","[568]"
"12766","b28","p1","[179, 861]"
"12767","b18","p1","[149]"
"12768","535","b58","[598]"
"12769","b32","b58","[89, 62, 60]"
"12770","b71","b53","[180]"
"12771","b71","325","[389, 778]"
"12772","b71","324","[628, 298]"
"12773","b20","b53","[120]"
"12774","b20","325","[329, 718]"
"12775","b20","324","[568, 238, 210]"
"12776","330","b43","[133, 180, 128]"
"12777","b29","554","[700]"
"12778","535","554","[251, 197, 263]"
"12779","b7","b58","[239, 269, 1265]"
"12780","b6","b51","[89, 120]"
"12781","b41","b66","[22712, 90]"
"12782","b41","b25","[22771]"
"12783","b23","b55","[86]"
"12784","b23","b20","[223]"
"12785","508","b11","[629]"
"12786","515","b11","[539]"
"12787","b44","b11","[269]"
"12788","b29","b11","[209]"
"12789","b13","328","[179]"
"12790","532","b57","[532, 443]"
"12791","542","b57","[330]"
"12792","537","b57","[270, 518]"
"12793","b51","b70","[127]"
"12794","542","549","[209, 150, 120]"
"12795","502","513","[269, 119, 180, 120, 240, 102]"
"12796","b36","b72","[210, 208]"
"12797","b34","b43","[53]"
"12798","b32","327","[222, 120]"
"12799","b32","324","[312, 149]"
"12800","b12","b50","[209]"
"12801","532","553","[389, 205]"
"12802","722","532","[389, 868]"
"12803","327","514","[532]"
"12804","327","502","[652]"
"12805","330","514","[412, 265, 805, 317, 330]"
"12806","b8","p4","[179]"
"12807","b6","326","[202, 248]"
"12808","b28","313","[329]"
"12809","b48","b77","[158, 179]"
"12810","b75","b8","[240, 540]"
"12811","513","532","[389]"
"12812","513","537","[419]"
"12813","509","532","[329]"
"12814","509","537","[359, 619]"
"12815","516","532","[269]"
"12816","516","537","[299]"
"12817","507","b50","[598]"
"12818","516","b50","[449]"
"12819","b76","b16","[120]"
"12820","b47","327","[149]"
"12821","719","713","[60]"
"12822","719","505","[180]"
"12823","719","513","[300]"
"12824","b25","536","[381]"
"12825","b25","543","[441, 531]"
"12826","p6","b44","[89]"
"12827","515","b47","[448]"
"12828","512","b47","[299]"
"12829","512","b48","[270, 507, 484]"
"12830","p1","b4","[191, 235]"
"12831","510","712","[180, 300, 211, 151]"
"12832","720B","b29","[635]"
"12833","720B","b18","[665]"
"12834","706","703","[119, 59, 60]"
"12835","703","712","[90]"
"12836","703","503","[210]"
"12837","703","507","[240]"
"12838","536","554","[329]"
"12839","508","721","[90, 269]"
"12840","b38","312","[269]"
"12841","b38","b72","[328]"
"12842","b31","312","[209]"
"12843","b31","b72","[268]"
"12844","b50","b49","[4052]"
"12845","716","717","[15]"
"12846","533","b1","[538, 1259, 2841]"
"12847","533","b24","[1408]"
"12848","b22","536","[745, 479]"
"12849","b19","526","[7908]"
"12850","b28","526","[7879]"
"12851","p5","526","[7368]"
"12852","b38","526","[387]"
"12853","b33","b38","[3589]"
"12854","b3","b38","[3500, 120]"
"12855","b52","322","[268]"
"12856","b10","b56","[19818, 471]"
"12857","316","b20","[329, 239, 210]"
"12858","316","b52","[16364]"
"12859","b20","b52","[16035, 328]"
"12860","b33","329","[150]"
"12861","b58","b6","[328, 298]"
"12862","b58","534","[931]"
"12863","b57","534","[871, 540, 510]"
"12864","724","526L","[328]"
"12865","b8","325","[208, 240]"
"12866","540","b4","[686, 582, 570]"
"12867","540","b7","[865]"
"12868","b9","b41","[269]"
"12869","b9","537","[806]"
"12870","b3","537","[657]"
"12871","b78","327","[538]"
"12872","b78","b54","[607]"
"12873","b78","b57","[1843]"
"12874","b3","b54","[458]"
"12875","b54","b57","[1236, 30]"
"12876","b37","548","[567, 608]"
"12877","b30","549","[663, 1173]"
"12878","550","b26","[657, 663]"
"12879","549","b26","[627]"
"12880","506","b43","[597, 593, 2708]"
"12881","b10","b36","[5710]"
"12882","b15","533","[657, 810]"
"12883","b39","533","[448]"
"12884","p4","b73","[478, 734, 120]"
"12885","318","b70","[209, 385]"
"12886","318","b73","[269]"
"12887","b31","b70","[90]"
"12888","327","b27","[138, 179, 330]"
"12889","318","322","[1681, 1621, 621]"
"12890","318","b9","[1741, 1681]"
"12891","p5","322","[1472, 248, 566]"
"12892","p5","b9","[1532]"
"12893","b11","b24","[209]"
"12894","b11","b40","[280]"
"12895","b13","b24","[149]"
"12896","505","712","[119, 240]"
"12897","505","717","[209]"
"12898","505","719","[268]"
"12899","712","719","[149]"
"12900","712","504","[269, 150]"
"12901","717","719","[59, 60]"
"12902","b2","540","[626, 716, 449]"
"12903","722b","b48","[13737]"
"12904","722b","b77","[13916]"
"12905","548","722","[567, 626]"
"12906","548","b58","[686, 719]"
"12907","545","b58","[626]"
"12908","722","b58","[119, 128]"
"12909","722","b55","[150, 167]"
"12910","b36","330","[180]"
"12911","b25","540","[746]"
"12912","b55","540","[655]"
"12913","540","330","[328, 416]"
"12914","724","b32","[179]"
"12915","315","b35","[179, 119]"
"12916","b35","b53","[209]"
"12917","b35","b48","[269]"
"12918","b12","504","[785]"
"12919","b26","547","[567]"
"12920","b44","553","[598]"
"12921","547","553","[90]"
"12922","b31","523L","[418, 330]"
"12923","b41","520","[328]"
"12924","519","b12","[650]"
"12925","b34","b6","[149, 215]"
"12926","715","b48","[716]"
"12927","507","b48","[568]"
"12928","b3","536","[627, 539, 808]"
"12929","b3","532","[895]"
"12930","535","b65","[656]"
"12931","535","b75","[716]"
"12932","532","b65","[596, 567, 478]"
"12933","532","b75","[656]"
"12934","550","b34","[865]"
"12935","550","b23","[1281]"
"12936","544","b34","[656]"
"12937","544","b23","[1072]"
"12938","538","b23","[1012]"
"12939","324","316","[1969, 567]"
"12940","311","b10","[388, 326, 389]"
"12941","311","b62","[2276, 270]"
"12942","b30","b62","[1709]"
"12943","b56","b2","[149, 150]"
"12944","525L","b38","[448]"
"12945","525L","b50","[508]"
"12946","524L","b38","[382]"
"12947","524L","b50","[442]"
"12948","b38","b50","[60]"
"12949","b50","526","[454]"
"12950","723","b60","[204]"
"12951","723","b25","[264]"
"12952","722a","b60","[119, 133, 120]"
"12953","722a","b25","[179, 13174]"
"12954","b60","b25","[60, 380]"
"12955","b16","b41","[59]"
"12956","323","b73","[25211]"
"12957","723","p1","[209]"
"12958","p3","534","[537]"
"12959","p3","542","[596]"
"12960","318","542","[477]"
"12961","b6","540","[686]"
"12962","b6","549","[807, 719]"
"12963","b5","549","[716]"
"12964","318","b60","[179]"
"12965","b38","b60","[119]"
"12966","724","322","[511, 2960]"
"12967","724","b9","[571]"
"12968","b32","b12","[335]"
"12969","724","543","[1045]"
"12970","b15","536","[508, 895]"
"12971","b44","b65","[119, 390]"
"12972","b44","315","[376, 270, 120]"
"12973","b29","b68","[149, 119]"
"12974","b65","315","[257]"
"12975","b68","315","[167]"
"12976","b73","315","[137]"
"12977","722b","b12","[268]"
"12978","b38","b10","[3456]"
"12979","b78","b6","[269]"
"12980","b7","b32","[12950]"
"12981","b77","505","[716]"
"12982","b16","505","[596]"
"12983","b16","501","[626]"
"12984","b31","505","[537, 1641]"
"12985","501","b73","[925]"
"12986","501","b20","[985]"
"12987","505","b30","[642]"
"12988","505","b71","[776]"
"12989","505","b73","[836]"
"12990","505","b20","[896]"
"12991","505","b41","[955]"
"12992","510","b71","[711]"
"12993","510","b20","[831, 660]"
"12994","516","b71","[656]"
"12995","516","b73","[716, 596]"
"12996","b73","330","[239]"
"12997","b41","330","[120]"
"12998","533","317","[1887]"
"12999","b28","547","[630]"
"13000","b39","318","[119]"
"13001","b39","315","[179]"
"13002","b43","318","[89]"
"13003","b43","315","[149]"
"13004","b71","b25","[90, 149, 68]"
"13005","b28","314","[298, 209]"
"13006","b43","p4","[313, 319]"
"13007","b3","541","[567]"
"13008","537","b20","[597, 600, 540]"
"13009","b28","b20","[30]"
"13010","510","722b","[358]"
"13011","510","b6","[537]"
"13012","b23","b69","[187, 90]"
"13013","b23","532","[567]"
"13014","716","710","[60, 120, 34, 81, 68, 89]"
"13015","716","723","[670]"
"13016","710","723","[610, 1210]"
"13017","501","723","[550]"
"13018","508","723","[491, 1029]"
"13019","b4","b64","[59, 269]"
"13020","b31","322","[209]"
"13021","525L","b10","[626]"
"13022","525L","b51","[746]"
"13023","b31","b51","[358]"
"13024","521L","526","[119]"
"13025","724","b39","[209]"
"13026","p5","b11","[307]"
"13027","b7","722","[329]"
"13028","519","b40","[328]"
"13029","519","b56","[537]"
"13030","b56","b37","[149]"
"13031","315","b19","[150, 209, 656, 359, 234]"
"13032","p2","544","[745, 910, 840, 1431, 655, 1520, 786]"
"13033","542","b7","[776, 865]"
"13034","723","534","[358]"
"13035","723","546","[477]"
"13036","723","548","[536]"
"13037","548","b19","[895, 597]"
"13038","330","540","[507]"
"13039","509","543","[1492]"
"13040","510","543","[1431, 385, 883, 389]"
"13041","b75","b58","[209]"
"13042","b75","328","[299, 227]"
"13043","b65","328","[210, 329]"
"13044","b12","b71","[209, 779]"
"13045","507","716","[120, 220]"
"13046","719","325","[596]"
"13047","719","b7","[716]"
"13048","719","b19","[835, 1194, 1134]"
"13049","719","b71","[984]"
"13050","509","b71","[835, 776]"
"13051","325","b71","[388]"
"13052","p2","b58","[188]"
"13053","b59","b58","[59, 42]"
"13054","b47","b39","[149]"
"13055","b31","550","[657]"
"13056","327","545","[328]"
"13057","542","b54","[328, 599]"
"13058","b37","b73","[119, 150]"
"13059","b72","b76","[71]"
"13060","b72","b47","[238]"
"13061","b72","327","[387]"
"13062","b76","b47","[167]"
"13063","b76","327","[316]"
"13064","b76","b4","[524]"
"13065","b71","b47","[108]"
"13066","b71","327","[257]"
"13067","506","b24","[627, 1069]"
"13068","509","702","[179]"
"13069","702","709","[208]"
"13070","702","509","[357]"
"13071","721","b17","[745]"
"13072","b21","b54","[119]"
"13073","b21","507","[655]"
"13074","b54","507","[536]"
"13075","504","718","[179]"
"13076","502","718","[120]"
"13077","502","b31","[835, 758, 600]"
"13078","719","718","[30]"
"13079","719","715","[119]"
"13080","719","b31","[745]"
"13081","719","b17","[810, 960, 900]"
"13082","718","510","[268, 270, 211, 330]"
"13083","718","b45","[685]"
"13084","718","b31","[715]"
"13085","718","b17","[780]"
"13086","715","b45","[596]"
"13087","327","504","[506]"
"13088","327","721","[565]"
"13089","327","712","[625]"
"13090","b69","554","[865]"
"13091","b7","b53","[209]"
"13092","b10","329","[239, 276]"
"13093","329","b70","[388, 483]"
"13094","329","b77","[448]"
"13095","330","b70","[328]"
"13096","330","b77","[388, 270]"
"13097","330","b65","[447, 180]"
"13098","550","b38","[626, 599]"
"13099","550","b48","[694]"
"13100","b38","b17","[120, 3172]"
"13101","b29","724","[269, 180]"
