"index","start_point","end_point","time"
"3975","534","545","[146, 149, 179, 119, 298, 209, 150, 210, 120, 180]"
"3976","540","545","[86, 59, 179, 90, 68, 269, 60, 150, 126, 120, 119, 180]"
"3977","324","b64","[17090, 299, 277, 270]"
"3978","b70","p3","[411]"
"3979","p5","b58","[120, 13442, 630, 251, 60, 90, 131, 3026, 137]"
"3980","325","b56","[90, 179, 209, 89, 67, 119, 402]"
"3981","b52","b37","[90, 957]"
"3982","b37","b71","[119, 120]"
"3983","b18","b20","[478, 179, 209]"
"3984","b12","724","[209]"
"3985","b12","521","[537]"
"3986","724","521","[328]"
"3987","544","532","[89, 149, 119, 128, 1286, 100, 150, 120, 268, 90, 86, 146]"
"3988","532","b39","[389, 597, 388, 397, 522, 419, 450, 479, 428]"
"3989","532","b18","[449, 601, 506, 4391, 477, 650, 719, 509, 598, 582, 612, 507]"
"3990","532","b4","[568, 710, 478, 567, 630]"
"3991","b47","b46","[60, 141, 30, 14]"
"3992","b40","b39","[60, 30, 35, 120, 631, 571]"
"3993","b40","b69","[180]"
"3994","b39","b69","[120, 209, 270]"
"3995","b39","b73","[149, 357, 120, 118]"
"3996","b69","b73","[29, 89, 90, 17, 120, 268, 80, 60]"
"3997","b77","b22","[23456]"
"3998","b65","b22","[23401]"
"3999","b40","723","[179, 149, 150, 137, 460, 1019]"
"4000","b48","b17","[60, 59, 58, 52, 19837]"
"4001","b48","b2","[1237, 90, 1365, 89, 120, 214]"
"4002","b48","b28","[1387, 90]"
"4003","b31","b46","[179, 120]"
"4004","p5","b64","[179, 3938, 682, 79]"
"4005","b17","b60","[81]"
"4006","327","328","[60, 126, 148, 179, 23112, 30, 67, 344, 56, 120, 90, 119, 59, 38, 16, 82, 19, 672, 732, 451, 391, 52, 198]"
"4007","722","b8","[268, 299, 239, 209, 180]"
"4008","722a","b8","[192, 239, 210]"
"4009","b16","b71","[60, 59, 119, 357, 120, 52]"
"4010","b40","724","[179, 448, 659, 1719]"
"4011","330","b46","[209, 5862, 1551]"
"4012","b4","b54","[5042]"
"4013","b4","b36","[5132, 2818]"
"4014","b54","b36","[90, 86, 1248, 89, 60, 77]"
"4015","515","b4","[597, 667, 655, 777, 718, 779]"
"4016","515","b23","[657, 990, 690]"
"4017","515","b56","[716]"
"4018","b4","b56","[119, 11330]"
"4019","b23","b56","[59, 419, 239]"
"4020","b21","b69","[5205]"
"4021","b21","b19","[5564, 31]"
"4022","b21","b46","[5594, 89, 59, 141]"
"4023","b69","b70","[299, 210, 89, 90, 120, 60]"
"4024","b69","b46","[389]"
"4025","b57","b58","[30, 60, 80]"
"4026","b62","b66","[120]"
"4027","b19","b66","[388, 59, 60, 441, 56, 68]"
"4028","b69","b66","[328, 120, 119, 130, 59]"
"4029","b66","b15","[60, 1454]"
"4030","b69","b68","[90, 60, 5, 128, 120, 298, 6]"
"4031","b69","b16","[120, 67, 59, 60, 180]"
"4032","b68","b16","[30, 277, 149, 134, 60, 59, 150, 179]"
"4033","b26","b37","[60, 59, 90, 119, 49, 50, 433, 120, 79, 390, 449, 51, 52, 44]"
"4034","b26","535","[418, 447, 477, 595, 1178, 2073, 514, 720, 450]"
"4035","b26","543","[486, 536, 714, 1306, 1048, 509, 600, 550, 520]"
"4036","b37","535","[358, 535, 579, 359, 599, 390, 368]"
"4037","b37","543","[426, 536, 497, 477, 538, 778, 385, 476]"
"4038","327","b39","[239, 329]"
"4039","327","b28","[273, 389]"
"4040","b9","324","[120]"
"4041","b45","b66","[119, 120, 179, 399]"
"4042","b37","515","[328, 240]"
"4043","b37","508","[388, 537, 415]"
"4044","b37","504","[597, 493, 570, 540]"
"4045","b37","511","[656, 596]"
"4046","515","508","[60, 120, 358, 59, 89, 70, 319, 90, 74, 278]"
"4047","515","511","[328, 268, 336, 60, 3018, 30, 120, 330, 90, 121, 210, 600, 660]"
"4048","508","504","[209, 60, 90, 99]"
"4049","508","511","[268, 60, 120, 150, 61, 90, 36]"
"4050","b8","p2","[409, 349, 119, 179, 209, 120, 24257, 89, 1274, 202, 149, 546, 9948, 121, 180, 956]"
"4051","b53","b27","[30]"
"4052","b53","b70","[328]"
"4053","b47","b73","[120, 149, 119, 137, 210, 179, 148]"
"4054","b28","b40","[60, 62, 209, 661, 70, 74, 58, 112, 88]"
"4055","b19","b67","[59, 60, 89]"
"4056","b67","b39","[120, 268, 259]"
"4057","p4","p3","[60]"
"4058","318","313","[209]"
"4059","313","b22","[150]"
"4060","b69","b22","[60, 59]"
"4061","b73","516","[627, 603]"
"4062","b73","506","[717]"
"4063","b73","504","[776, 657, 782]"
"4064","b65","516","[567, 479, 447]"
"4065","b65","506","[657, 508, 538]"
"4066","b65","504","[716]"
"4067","b24","516","[508, 506, 449, 667, 479, 418, 629]"
"4068","b24","506","[598, 479, 599]"
"4069","b24","504","[657, 507, 928]"
"4070","516","504","[149, 89, 119, 90, 126]"
"4071","506","504","[59, 477, 60, 270, 239, 210, 334, 79]"
"4072","505","b45","[448, 1017]"
"4073","511","b45","[388, 539, 420]"
"4074","b68","533","[14438]"
"4075","b69","b20","[54, 566, 60, 139, 59, 149, 52, 49, 119, 210, 270, 120, 175, 44]"
"4076","b69","b35","[114, 209]"
"4077","b69","533","[397]"
"4078","b20","b35","[60, 59]"
"4079","b20","533","[343]"
"4080","b35","533","[283, 507, 419, 420]"
"4081","539","535","[60, 59, 507, 141, 43, 178, 68, 30, 130, 226, 240, 120, 180, 198, 593]"
"4082","b12","p1","[90, 527]"
"4083","b5","b8","[59, 119, 120, 89, 30, 60, 90, 58, 127, 149, 22, 29, 331]"
"4084","b5","b1","[179, 89, 30, 210, 60, 90, 29, 148, 119, 149, 150, 59, 178, 209, 134, 120, 219, 633, 144, 38, 121]"
"4085","b8","b1","[120, 60, 46, 54, 119, 59, 149, 536, 131, 89, 189, 107, 150, 111, 77, 49, 121, 55, 104]"
"4086","b1","b64","[59, 60]"
"4087","b15","b58","[199, 146, 149, 450]"
"4088","b65","b27","[209, 60, 119, 59, 448]"
"4089","b65","b10","[298, 119]"
"4090","b48","b27","[30, 38, 60, 9285, 61]"
"4091","b48","b10","[119, 179, 110, 180]"
"4092","b27","b10","[89, 179, 149, 142, 90]"
"4093","329","b39","[268, 209, 1110, 1020]"
"4094","329","b66","[418, 300, 448, 270]"
"4095","330","b39","[179, 120, 150]"
"4096","330","b31","[210, 179, 569, 167, 128]"
"4097","330","b66","[329]"
"4098","b39","b31","[31, 389, 358, 30, 599]"
"4099","b31","b66","[119, 87, 89]"
"4100","b59","513","[465, 449]"
"4101","b59","506","[525]"
"4102","b59","714","[674]"
"4103","513","506","[60, 64, 89, 78, 91, 128]"
"4104","513","714","[209]"
"4105","506","714","[149, 119, 90, 121, 180]"
"4106","720B","501","[59, 60, 119]"
"4107","720B","509","[148, 209, 150, 120]"
"4108","b31","b69","[120, 837, 529, 180, 89]"
"4109","b18","b69","[60, 777, 59, 159, 388, 179]"
"4110","b22","b39","[60, 419]"
"4111","330","724","[60, 150, 68, 180, 722]"
"4112","b29","509","[518, 506, 507, 598, 567, 487, 419, 497, 479, 450, 442, 488, 415, 540]"
"4113","b29","506","[578, 507, 539]"
"4114","509","506","[60, 30, 149, 90, 210, 52, 34, 50]"
"4115","711","714","[90]"
"4116","711","710","[149, 59, 475, 90]"
"4117","714","710","[59, 68, 120]"
"4118","503","515","[150, 269]"
"4119","514","509","[60, 149, 209, 120, 29, 131, 59, 30, 268, 90, 119, 150, 81, 180, 67, 52, 204, 24, 95, 701]"
"4120","514","503","[119, 90, 149, 89, 735, 261, 120, 118]"
"4121","509","721","[179, 119, 120]"
"4122","503","721","[120, 59, 60, 90, 125]"
"4123","719","721","[120, 60, 59, 70, 61, 93]"
"4124","503","514","[119, 334, 120, 180]"
"4125","503","b31","[418]"
"4126","503","b68","[537]"
"4127","508","b31","[359, 626, 572, 608, 519]"
"4128","508","b68","[478]"
"4129","514","b31","[299, 418, 477, 291, 507, 512, 596, 450]"
"4130","514","b16","[359, 836]"
"4131","514","b68","[418]"
"4132","b31","b16","[60]"
"4133","b31","b68","[119, 268, 89]"
"4134","b46","b21","[60, 88, 30, 89, 163]"
"4135","b47","b70","[89, 120, 209]"
"4136","b12","b77","[1122, 1062, 239, 179, 270, 1549]"
"4137","b6","b77","[1032, 150]"
"4138","b77","b20","[596, 149, 119, 120, 90, 89, 82, 121, 76]"
"4139","b27","328","[322, 508, 148, 179, 187, 120, 151]"
"4140","b27","327","[382]"
"4141","b27","b52","[561]"
"4142","b27","b30","[1463, 327, 89, 90, 60]"
"4143","328","b30","[1141, 955, 480, 341, 390, 300]"
"4144","327","b52","[179]"
"4145","327","b15","[1021, 209, 540, 161]"
"4146","327","b30","[1081, 328]"
"4147","b52","b30","[902]"
"4148","b34","b37","[74, 119, 60]"
"4149","318","b48","[149, 150, 179, 119, 300, 180]"
"4150","318","b23","[179, 238, 1450, 1356, 205]"
"4151","b48","b23","[30]"
"4152","b43","516","[328, 408, 686, 210, 389, 659, 600]"
"4153","b43","507","[448, 507, 472, 808, 351]"
"4154","b43","512","[508, 462, 834, 460, 412, 868, 449, 389, 420, 474, 417]"
"4155","516","507","[120, 88, 99, 90, 84, 60, 76, 1109]"
"4156","512","b2","[538, 629, 897, 688, 720, 731, 780]"
"4157","519","519","[0, 60, 59, 63, 29, 51]"
"4158","519","b48","[240]"
"4159","b71","538","[387, 659, 599]"
"4160","b26","538","[329, 508, 417, 397, 387, 478, 599, 503, 659, 658, 537, 448]"
"4161","p1","b15","[190, 866, 314, 327, 169]"
"4162","b65","505","[565]"
"4163","b24","510","[418, 649, 639, 699]"
"4164","b24","505","[477]"
"4165","510","505","[59, 60, 119, 67, 52, 150, 120, 755]"
"4166","502","509","[59, 119, 120, 90, 60, 329, 210, 180, 1740, 253, 223, 112, 117, 450]"
"4167","b66","b43","[119]"
"4168","b66","537","[507]"
"4169","b24","537","[447, 1065, 959, 520, 617]"
"4170","b43","537","[388, 418, 980, 480]"
"4171","534","b30","[437, 477, 940, 528, 419, 1001, 442, 1352]"
"4172","534","b65","[497, 629, 800, 1077]"
"4173","534","b16","[556]"
"4174","534","b23","[616, 606, 419]"
"4175","b30","b16","[119, 437]"
"4176","b65","b23","[119, 127]"
"4177","b48","b15","[207, 60, 62, 68]"
"4178","b69","b71","[506, 79, 89, 358, 150, 90, 120, 479, 279]"
"4179","b52","328","[59, 60, 90, 106, 119, 330, 1278]"
"4180","316","b27","[417]"
"4181","314","b27","[387, 328]"
"4182","p4","b3","[149, 120, 180]"
"4183","p4","b27","[298, 268, 210]"
"4184","b3","b27","[149, 89, 60]"
"4185","329","328","[149, 180, 209, 150, 119, 270, 120, 659, 599, 90]"
"4186","329","b49","[179, 269, 449]"
"4187","329","b25","[209, 205]"
"4188","b49","b25","[30, 59, 89, 120, 467]"
"4189","b64","b65","[60, 59, 10, 210, 330]"
"4190","b65","511","[328]"
"4191","510","b67","[418]"
"4192","510","b19","[478, 629, 638]"
"4193","b44","b67","[149]"
"4194","b44","b19","[209, 90, 119, 835]"
"4195","b10","328","[209, 180, 149, 150, 270, 210]"
"4196","b45","b34","[120]"
"4197","329","b26","[209, 556, 240, 235]"
"4198","b18","317","[179, 299, 150]"
"4199","317","b17","[2077, 239, 180, 510, 209, 188, 1674]"
"4200","b73","b46","[119]"
"4201","b64","b51","[90]"
"4202","b46","b51","[30, 90, 116]"
"4203","b70","b29","[83, 393, 79, 184, 269, 90, 149, 210, 73]"
"4204","b51","b66","[90, 82]"
"4205","b27","b59","[59, 60, 1111, 68, 50]"
"4206","b17","b39","[60, 107, 447, 89, 96, 90, 83, 150]"
"4207","b17","b9","[598, 150]"
"4208","b17","b52","[807, 120, 7044]"
"4209","b39","b44","[299, 454, 59, 449, 450]"
"4210","b39","b9","[538]"
"4211","b39","b7","[598, 327, 149, 400, 1494, 239, 328, 268, 120, 240]"
"4212","b39","b52","[747]"
"4213","b44","b9","[239]"
"4214","b44","b7","[299, 178, 328, 288, 377, 388, 327, 239, 329]"
"4215","b44","b52","[448, 90]"
"4216","b28","b9","[179, 605]"
"4217","b28","b7","[239, 269, 180, 13212, 174]"
"4218","b28","b52","[388, 120]"
"4219","b9","b52","[209]"
"4220","b7","b52","[149, 6804]"
"4221","328","b47","[148, 150, 149, 119, 120, 89, 90, 128, 1020, 136]"
"4222","515","b45","[246, 360, 603, 480]"
"4223","515","b26","[305, 717, 658, 599, 538, 539, 449]"
"4224","515","b6","[365, 567, 867, 808]"
"4225","b45","b26","[59, 89, 387, 93, 90, 79, 60, 65, 66, 62]"
"4226","b45","b6","[119, 209, 210, 149, 255, 345, 270, 359, 221, 180]"
"4227","b26","b6","[60, 270, 90, 149, 150, 269, 120]"
"4228","b78","b77","[339, 419, 30, 985]"
"4229","b37","502","[419, 1133]"
"4230","b37","721","[478]"
"4231","512","502","[90, 89, 120, 1646, 210, 270, 60, 91]"
"4232","512","721","[149, 150, 119, 180, 128, 420, 360, 270]"
"4233","720B","709","[90]"
"4234","b5","522R","[774, 715]"
"4235","b1","522R","[685]"
"4236","522R","522R","[0]"
"4237","522R","521L","[120]"
"4238","b77","b30","[90, 149, 268, 119, 179, 209, 197, 120, 142, 150, 137]"
"4239","b43","b45","[90, 449, 418, 390]"
"4240","b43","p6","[149, 462, 358, 419, 60, 2500]"
"4241","b43","p5","[209, 449, 478]"
"4242","b43","723","[478, 180, 388, 509]"
"4243","b45","p6","[59, 1136, 421]"
"4244","b45","p5","[119, 1308, 1368]"
"4245","b45","723","[388, 150]"
"4246","p6","723","[329]"
"4247","p5","723","[269, 210]"
"4248","722","327","[60, 149, 119, 89, 180, 70, 120, 264, 126, 96]"
"4249","722","b6","[179, 268, 328, 509, 270]"
"4250","327","b6","[119, 149, 150, 329, 251, 478, 145]"
"4251","b20","b23","[37, 60]"
"4252","325","b12","[120, 149, 119, 210, 150]"
"4253","325","b6","[149, 208, 179, 148, 120, 150, 377, 239, 268, 480, 718]"
"4254","325","b17","[328, 239, 180, 210]"
"4255","325","b46","[359, 1200, 120, 180]"
"4256","325","b1","[448, 282, 252, 209, 737]"
"4257","b6","b46","[210, 59, 19046, 150]"
"4258","511","b31","[507, 420]"
"4259","511","b15","[567, 597]"
"4260","514","b15","[478, 566, 328, 567, 1239]"
"4261","325","b28","[269, 302, 488, 398]"
"4262","b70","p4","[1884]"
"4263","b70","316","[2003, 150, 359, 240]"
"4264","b66","p4","[1556]"
"4265","b66","316","[1675]"
"4266","b15","p4","[102, 89, 147, 409, 68]"
"4267","b15","316","[221]"
"4268","p4","316","[119, 150, 120, 210, 112, 180]"
"4269","b68","b41","[149, 134, 120]"
"4270","b29","b41","[60, 70, 48, 448, 30]"
"4271","b38","b40","[60, 48413, 67, 90, 57, 7, 85]"
"4272","b38","313","[298]"
"4273","b40","313","[238, 432]"
"4274","b10","313","[680, 268, 328]"
"4275","b10","b64","[799, 89, 150, 120, 136]"
"4276","b10","b30","[859, 119, 179, 210, 149, 120, 269, 209, 218, 286, 137]"
"4277","b10","b47","[948, 1826, 3287, 2112, 120]"
"4278","b10","b27","[978, 179, 298, 5512, 5390, 270]"
"4279","b75","b30","[120, 119, 112, 149]"
"4280","b30","b47","[89, 119, 208, 914]"
"4281","b30","b27","[119, 60, 330]"
"4282","b47","b27","[30, 90, 59, 149, 60]"
"4283","b47","328","[124, 120, 119, 147, 137]"
"4284","329","b18","[268, 300, 535, 210]"
"4285","b52","b57","[60, 30]"
"4286","b52","b28","[49562]"
"4287","b52","b48","[49621, 29, 21, 30, 71, 80, 60, 3883]"
"4288","b52","b36","[49681, 60, 131, 120]"
"4289","b52","536","[50093, 708]"
"4290","b52","542","[50152, 839, 2642, 658, 1107]"
"4291","b57","b47","[30, 29]"
"4292","b57","b28","[49502, 359, 360]"
"4293","b57","b48","[49561, 60, 120, 59, 326]"
"4294","b57","b36","[49621, 134, 5225, 149, 106, 119, 179, 93, 120]"
"4295","b57","536","[50033, 489]"
"4296","b57","542","[50092, 567, 868, 1317, 714]"
"4297","b47","b48","[49531, 90, 209, 469, 191]"
"4298","b47","b36","[49591, 150]"
"4299","b47","536","[50003, 16559]"
"4300","b47","542","[50062, 597]"
"4301","b28","b36","[119, 60, 1438, 52]"
"4302","b28","536","[531, 507, 413, 478, 626, 479, 540, 510, 390]"
"4303","b28","542","[590, 626, 686, 5308, 539, 980]"
"4304","b48","536","[472, 389]"
"4305","b48","542","[531]"
"4306","b36","542","[471, 474, 508]"
"4307","547","548","[149, 269, 60, 30, 328, 59]"
"4308","548","539","[120, 239, 119, 149, 199, 268, 208, 329, 180, 150, 218, 158, 330, 210, 109, 115, 90, 749]"
"4309","548","b44","[603, 719, 689]"
"4310","548","b28","[663, 1013, 932, 628, 749, 715, 630]"
"4311","548","b3","[783]"
"4312","539","b44","[483, 536, 618, 506, 596, 955, 703, 538, 958, 508, 448, 539, 509]"
"4313","539","b3","[663, 627, 359, 718, 692, 707, 989]"
"4314","b28","b3","[120, 89, 59, 90, 67, 60, 270]"
"4315","318","b1","[209, 329, 239, 269, 300, 328, 275, 449]"
"4316","318","p4","[328, 149, 180, 120, 150, 209, 329, 119, 164, 128]"
"4317","318","b17","[597, 149, 209, 507, 447, 271, 179, 657, 240, 277, 252, 210, 480, 398, 733, 450, 330]"
"4318","b18","p4","[149, 60, 120, 161, 439]"
"4319","b18","314","[209, 119, 149]"
"4320","b18","318","[269, 459, 180, 179, 145, 906, 390, 330, 120]"
"4321","b1","p4","[119, 90]"
"4322","b1","314","[179, 329]"
"4323","b1","318","[239]"
"4324","b1","b17","[388, 30, 60, 209, 328, 269, 268, 239, 180, 201, 31, 300, 521, 150, 573]"
"4325","p4","314","[60, 120, 82]"
"4326","p4","318","[120, 119, 150, 209, 149, 210]"
"4327","328","b50","[59, 89, 60, 90, 119, 72, 150, 120, 182, 116]"
"4328","b25","b77","[329, 119, 150, 111, 120, 142]"
"4329","b25","b65","[388, 60, 59, 204, 390]"
"4330","516","b28","[418, 478, 507, 447, 509, 781]"
"4331","p2","b20","[3940, 1623, 1593, 120, 132, 80, 210, 1999]"
"4332","p2","512","[4328]"
"4333","p2","506","[4388, 4418, 663]"
"4334","b65","512","[448]"
"4335","b20","512","[388]"
"4336","b20","506","[448, 478]"
"4337","714","715","[60]"
"4338","714","504","[150, 120, 180, 90, 231]"
"4339","714","b18","[613, 725]"
"4340","715","b18","[553, 926, 925, 677, 807, 808, 718]"
"4341","b17","724","[297, 268]"
"4342","328","b54","[59, 60, 120, 89, 49, 70, 119, 151, 90, 92, 55, 76]"
"4343","328","b19","[131, 150, 120, 210]"
"4344","328","b58","[1135, 120, 60, 44, 87, 82, 417, 89, 53, 59, 90, 180, 84, 154, 76, 61]"
"4345","b54","b58","[1076]"
"4346","b54","327","[1135, 90, 86]"
"4347","b19","b58","[1004, 485]"
"4348","b19","327","[1063, 269, 179, 720]"
"4349","b17","b58","[898, 149, 90, 515]"
"4350","b17","327","[957, 239, 1088, 480]"
"4351","b58","327","[59, 60]"
"4352","324","313","[209]"
"4353","b65","b54","[119]"
"4354","b30","b54","[59]"
"4355","b52","b69","[119, 149]"
"4356","325","327","[30, 89, 59, 210, 49, 60, 76, 398, 158, 654, 354]"
"4357","325","b41","[592, 372]"
"4358","325","b26","[652, 268, 312, 418]"
"4359","325","b69","[741]"
"4360","325","b75","[771]"
"4361","327","b41","[562]"
"4362","327","b26","[622, 616, 523, 329]"
"4363","327","b69","[711]"
"4364","327","b75","[741]"
"4365","b41","b69","[149, 119, 120, 10359]"
"4366","b26","b69","[89, 149, 329, 60]"
"4367","b26","b75","[119, 97]"
"4368","318","p5","[358, 150, 179, 120, 1308, 1391, 149, 209, 128, 112, 107]"
"4369","318","531","[806, 418, 627, 567, 447, 391, 330]"
"4370","316","p5","[268, 149, 599, 659, 179, 448, 388, 1203, 180, 438]"
"4371","316","531","[716]"
"4372","b28","531","[537, 507, 522, 449, 479, 419, 463, 539, 358, 822, 444, 390]"
"4373","b28","504","[656, 566, 494, 1082]"
"4374","b28","501","[686, 689, 1142, 596]"
"4375","b28","717","[776]"
"4376","509","717","[179, 209, 269, 338, 146, 163]"
"4377","504","717","[120, 284, 104]"
"4378","501","717","[90, 195, 150]"
"4379","b47","325","[119, 330]"
"4380","b17","314","[136, 179, 209, 149, 180, 150, 2898, 475]"
"4381","b71","b31","[90]"
"4382","b71","b43","[119, 149, 150, 135]"
"4383","b31","b43","[29, 30, 1159, 472]"
"4384","516","513","[60, 59, 1370, 119, 270, 22, 460]"
"4385","513","505","[89, 59, 299, 147]"
"4386","507","b44","[239, 299]"
"4387","514","b44","[179, 269, 209, 895, 417, 536, 391]"
"4388","b28","b38","[150, 531, 5181, 7492]"
"4389","b22","513","[329, 269]"
"4390","b22","508","[389, 329, 507]"
"4391","b22","501","[448, 388]"
"4392","513","508","[60, 90, 107, 108]"
"4393","513","501","[119, 209, 179, 239, 138, 120, 180, 389, 150, 210, 177, 121, 151]"
"4394","502","512","[90, 209, 120, 269, 76]"
"4395","502","b30","[346, 629]"
"4396","502","b18","[405, 596, 779, 690]"
"4397","502","b15","[435]"
"4398","512","b15","[345, 924, 894, 448, 390, 718, 724]"
"4399","510","b40","[200, 597, 210, 299, 209, 923, 536]"
"4400","533","540","[60, 59, 89, 91, 138, 201, 207, 1227]"
"4401","548","540","[150, 90, 208, 158, 180, 120, 89, 119, 209]"
"4402","548","536","[209, 149, 269, 159, 179]"
"4403","548","325","[448, 388, 747, 390]"
"4404","540","536","[59, 90, 60, 52, 150, 149, 69, 136, 44, 58, 120, 210, 148]"
"4405","540","325","[298, 401, 583, 209, 210]"
"4406","536","325","[239, 515, 842, 477, 150]"
"4407","531","325","[179, 132, 119, 120, 509, 209, 415, 416]"
"4408","b21","b20","[358, 30]"
"4409","b75","b48","[150, 148, 1384]"
"4410","b66","b49","[90, 13486]"
"4411","b66","b51","[150]"
"4412","b66","b69","[269, 59, 115, 120, 179, 70]"
"4413","b20","b49","[60]"
"4414","b49","b51","[60, 47, 89, 5591]"
"4415","b49","b69","[179, 180, 120]"
"4416","b51","b69","[119, 150, 180]"
"4417","b20","315","[149, 219, 319]"
"4418","b20","314","[209, 179]"
"4419","315","314","[60, 43, 89, 59, 120, 66, 15, 40, 90, 179, 30, 65, 82, 150, 62, 68, 51, 137, 393, 97, 1044, 445, 105]"
"4420","315","b69","[329, 327, 209, 716, 266]"
"4421","315","b16","[396]"
"4422","314","b69","[269, 329, 239, 119, 537]"
"4423","314","b16","[336, 268, 209, 539, 2569]"
"4424","b47","323","[149, 246, 240]"
"4425","321","b30","[288, 209, 330]"
"4426","b10","b50","[179, 5777, 5658]"
"4427","b30","b50","[60, 26356]"
"4428","b65","b59","[119, 109, 150]"
"4429","b20","b59","[89, 149, 666, 69]"
"4430","b20","b62","[149, 398]"
"4431","b59","b48","[150, 60, 89, 59, 3155, 41]"
"4432","b62","b48","[90, 60, 89]"
"4433","315","b32","[150, 160]"
"4434","324","b27","[340, 179, 690, 120, 693, 240, 269, 508, 329, 9465, 172, 239]"
"4435","b58","p5","[90, 180, 240, 300, 360, 208, 75, 2075, 2153, 60, 509, 1076, 120]"
"4436","b36","b26","[90, 120, 60]"
"4437","b28","521","[411, 357]"
"4438","b28","523L","[471]"
"4439","b43","521","[360, 330]"
"4440","525L","b40","[420, 363, 444, 384]"
"4441","525L","b53","[540]"
"4442","b40","b53","[120, 150]"
"4443","b33","532","[509, 805, 447]"
"4444","537","b41","[539, 507, 598, 449, 418, 480]"
"4445","537","b24","[599, 566, 478, 569]"
"4446","537","b17","[630, 567, 716, 674, 641, 539, 538, 659, 569, 570]"
"4447","531","b24","[479, 506, 537, 477, 447, 917, 508, 453, 538, 448]"
